ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID
MNT-00431,2024-02-07,Preventivo,Regular,Regular,9177756
MNT-00432,2024-07-28,Emergencia,Bueno,Bueno,3569193
MNT-00433,2024-02-18,Emergencia,Bueno,Bueno,20113
MNT-00434,2023-10-16,Preventivo,Regular,Regular,5203821
MNT-00435,2024-03-26,Preventivo,Bueno,Bueno,7872672
MNT-00436,2024-09-13,Emergencia,Malo,Malo,5658934
MNT-00437,2024-03-02,Emergencia,Bueno,Bueno,21065
MNT-00438,2024-02-23,Correctivo,Bueno,Bueno,25523
MNT-00439,2024-10-09,Emergencia,Bueno,Regular,33444
MNT-00440,2024-02-19,Correctivo,Bueno,Bueno,25080
MNT-00441,2024-04-26,Preventivo,Malo,Malo,34172
MNT-00442,2023-10-23,Preventivo,Bueno,Regular,33050
MNT-00443,2024-10-13,Emergencia,Malo,Malo,53081
MNT-00444,2024-08-20,Correctivo,Bueno,Bueno,18801
MNT-00445,2024-10-09,Preventivo,Malo,Regular,9139377
MNT-00446,2024-05-04,Correctivo,Bueno,Malo,20845
MNT-00447,2024-08-24,Correctivo,Regular,Bueno,34232
MNT-00448,2023-10-23,Emergencia,Regular,Regular,5250493
MNT-00449,2024-09-15,Preventivo,Regular,Bueno,9291304
MNT-00450,2024-02-07,Emergencia,Regular,Bueno,32849
MNT-00451,2024-03-01,Emergencia,Regular,Regular,58053
MNT-00452,2024-10-13,Preventivo,Malo,Regular,9169132
MNT-00453,2023-12-25,Emergencia,Malo,Regular,5658665
MNT-00454,2024-12-04,Correctivo,Bueno,Regular,3571583
MNT-00455,2024-10-03,Correctivo,Regular,Regular,5218688
MNT-00456,2023-11-21,Preventivo,Bueno,Malo,7073622
MNT-00457,2024-09-06,Preventivo,Malo,Malo,59925
MNT-00458,2024-01-02,Preventivo,Regular,Malo,52872
MNT-00459,2023-11-08,Correctivo,Malo,Malo,4949779
MNT-00460,2024-08-27,Preventivo,Bueno,Regular,4992013
MNT-00461,2024-09-11,Correctivo,Regular,Malo,7794503
MNT-00462,2023-12-17,Correctivo,Malo,Regular,3580357
MNT-00463,2024-01-05,Preventivo,Regular,Malo,9177715
MNT-00464,2024-08-11,Correctivo,Malo,Bueno,3573457
MNT-00465,2024-05-15,Correctivo,Malo,Regular,9177711
MNT-00466,2024-04-25,Correctivo,Regular,Malo,3581332
MNT-00467,2024-04-28,Correctivo,Bueno,Malo,9427020
MNT-00468,2024-01-20,Preventivo,Malo,Bueno,7930229
MNT-00469,2024-06-09,Preventivo,Malo,Malo,57997
MNT-00470,2024-08-20,Emergencia,Regular,Regular,5492868
MNT-00471,2024-04-21,Correctivo,Malo,Regular,4741088
MNT-00472,2024-05-09,Emergencia,Malo,Bueno,5209026
MNT-00473,2024-07-25,Correctivo,Malo,Bueno,8835588
MNT-00474,2024-04-09,Correctivo,Malo,Bueno,7128838
MNT-00475,2024-03-27,Preventivo,Malo,Regular,21315
MNT-00476,2024-12-09,Correctivo,Regular,Bueno,7168617
MNT-00477,2024-03-04,Correctivo,Malo,Malo,33741
MNT-00478,2023-11-30,Correctivo,Malo,Malo,7933619
MNT-00479,2024-07-07,Preventivo,Bueno,Regular,5602462
MNT-00480,2024-01-25,Emergencia,Regular,Malo,19062
MNT-00481,2024-03-29,Preventivo,Regular,Regular,58154
MNT-00482,2024-05-25,Correctivo,Malo,Regular,59760
MNT-00483,2023-10-22,Correctivo,Regular,Malo,32870
MNT-00484,2024-05-30,Correctivo,Malo,Malo,53048
MNT-00485,2024-08-23,Emergencia,Bueno,Bueno,58137
MNT-00486,2023-10-17,Preventivo,Regular,Regular,9183118
MNT-00487,2024-07-30,Correctivo,Bueno,Bueno,9391444
MNT-00488,2024-03-14,Correctivo,Bueno,Bueno,34234
MNT-00489,2024-03-07,Emergencia,Bueno,Bueno,9292047
MNT-00490,2023-12-17,Emergencia,Malo,Regular,25836
MNT-00491,2024-07-21,Preventivo,Bueno,Malo,6778130
MNT-00492,2024-01-22,Preventivo,Regular,Malo,9158798
MNT-00493,2024-01-05,Preventivo,Malo,Regular,6909406
MNT-00494,2024-09-24,Preventivo,Malo,Bueno,20405
MNT-00495,2024-07-18,Correctivo,Malo,Regular,33776
MNT-00496,2024-08-07,Emergencia,Regular,Malo,9052566
MNT-00497,2024-04-21,Correctivo,Bueno,Bueno,7837852
MNT-00498,2024-08-06,Correctivo,Regular,Malo,22078
MNT-00499,2024-10-01,Correctivo,Malo,Malo,7925294
MNT-00500,2024-07-14,Preventivo,Bueno,Bueno,58835
MNT-00501,2024-07-07,Emergencia,Malo,Malo,59348
MNT-00502,2024-02-15,Preventivo,Bueno,Regular,9473797
MNT-00503,2024-09-15,Emergencia,Regular,Regular,53104
MNT-00504,2023-12-19,Correctivo,Malo,Bueno,9427406
MNT-00505,2024-08-01,Correctivo,Regular,Bueno,3580326
MNT-00506,2023-12-09,Emergencia,Bueno,Bueno,59424
MNT-00507,2024-03-02,Emergencia,Bueno,Bueno,18730
MNT-00508,2024-05-05,Preventivo,Regular,Regular,34989
MNT-00509,2024-04-25,Preventivo,Malo,Malo,19469
MNT-00510,2024-09-04,Preventivo,Malo,Regular,5249142
MNT-00511,2024-09-04,Emergencia,Bueno,Regular,5068884
MNT-00512,2023-05-12,Correctivo,Bueno,Regular,32680
MNT-00513,2024-05-16,Preventivo,Bueno,Bueno,52910
MNT-00514,2024-01-18,Emergencia,Bueno,Malo,32965
MNT-00515,2024-01-22,Preventivo,Regular,Malo,5224230
MNT-00516,2023-11-24,Correctivo,Bueno,Bueno,20032
MNT-00517,2024-10-06,Correctivo,Regular,Malo,9129847
MNT-00518,2023-11-11,Emergencia,Bueno,Regular,9398209
MNT-00519,2024-08-20,Correctivo,Bueno,Malo,4988406
MNT-00520,2024-03-19,Correctivo,Bueno,Bueno,9388084
MNT-00521,2024-02-24,Correctivo,Bueno,Regular,7859240
MNT-00522,2024-05-07,Emergencia,Regular,Bueno,59694
MNT-00523,2024-01-14,Preventivo,Regular,Regular,9223731
MNT-00524,2024-05-07,Emergencia,Bueno,Bueno,9446428
MNT-00525,2024-08-24,Emergencia,Malo,Bueno,6864932
MNT-00526,2023-12-10,Emergencia,Malo,Regular,5658109
MNT-00527,2024-04-20,Emergencia,Regular,Bueno,4737937
MNT-00528,2024-03-21,Emergencia,Malo,Malo,18803
MNT-00529,2024-09-04,Emergencia,Malo,Malo,4795174
MNT-00530,2024-07-20,Emergencia,Regular,Bueno,7125617
MNT-00531,2023-10-22,Correctivo,Regular,Malo,7887310
MNT-00532,2024-02-01,Correctivo,Bueno,Regular,19727
MNT-00533,2024-03-21,Correctivo,Regular,Regular,3576602
MNT-00534,2024-04-11,Emergencia,Regular,Bueno,9223740
MNT-00535,2024-04-28,Preventivo,Malo,Regular,8978613
MNT-00536,2024-10-12,Emergencia,Bueno,Bueno,24987
MNT-00537,2024-08-24,Preventivo,Bueno,Regular,3576469
MNT-00538,2024-07-10,Preventivo,Malo,Bueno,32812
MNT-00539,2024-05-19,Correctivo,Regular,Regular,21014
MNT-00540,2024-01-07,Emergencia,Bueno,Malo,7943812
MNT-00541,2024-09-13,Preventivo,Bueno,Malo,34935
MNT-00542,2024-01-09,Emergencia,Regular,Regular,6878853
MNT-00543,2024-09-18,Emergencia,Bueno,Bueno,58870
MNT-00544,2023-11-09,Emergencia,Regular,Malo,58296
MNT-00545,2024-04-23,Correctivo,Malo,Regular,21792
MNT-00546,2023-12-17,Emergencia,Malo,Regular,32641
MNT-00547,2024-02-02,Emergencia,Bueno,Regular,21445
MNT-00548,2023-10-31,Emergencia,Regular,Regular,3567957
MNT-00549,2023-11-29,Preventivo,Bueno,Regular,8888427
MNT-00550,2024-08-19,Correctivo,Bueno,Regular,7862151
MNT-00551,2024-08-10,Emergencia,Bueno,Bueno,20076
MNT-00552,2024-04-15,Correctivo,Malo,Regular,20245
MNT-00553,2024-08-31,Emergencia,Bueno,Bueno,9179386
MNT-00554,2024-08-06,Preventivo,Malo,Bueno,9181849
MNT-00555,2024-10-06,Preventivo,Regular,Bueno,32644
MNT-00556,2024-03-24,Emergencia,Regular,Regular,3568510
MNT-00557,2024-08-02,Preventivo,Bueno,Regular,5209533
MNT-00558,2024-03-22,Preventivo,Malo,Regular,20573
MNT-00559,2024-08-16,Preventivo,Bueno,Regular,9427004
MNT-00560,2024-06-16,Correctivo,Regular,Malo,25548
MNT-00561,2024-02-27,Preventivo,Malo,Bueno,60112
MNT-00562,2024-06-21,Emergencia,Bueno,Regular,5220747
MNT-00563,2023-07-12,Emergencia,Regular,Malo,59425
MNT-00564,2024-09-15,Correctivo,Malo,Regular,9049190
MNT-00565,2023-11-09,Emergencia,Bueno,Malo,58067
MNT-00566,2024-06-03,Emergencia,Malo,Bueno,8805141
MNT-00567,2024-09-10,Correctivo,Bueno,Malo,58351
MNT-00568,2024-08-16,Preventivo,Bueno,Bueno,20294
MNT-00569,2024-04-11,Correctivo,Regular,Bueno,5237088
MNT-00570,2024-06-26,Correctivo,Bueno,Bueno,5199528
MNT-00571,2024-02-20,Correctivo,Malo,Malo,21522
MNT-00572,2023-01-12,Preventivo,Regular,Malo,4985732
MNT-00573,2024-09-13,Correctivo,Malo,Malo,33775
MNT-00574,2024-07-02,Preventivo,Bueno,Regular,3997218
MNT-00575,2024-05-21,Emergencia,Bueno,Bueno,58394
MNT-00576,2024-04-12,Preventivo,Bueno,Malo,20134
MNT-00577,2024-03-07,Emergencia,Malo,Regular,5003360
MNT-00578,2023-10-31,Correctivo,Malo,Bueno,25702
MNT-00579,2023-11-25,Preventivo,Malo,Malo,9291536
MNT-00580,2024-04-05,Preventivo,Malo,Malo,6878713
MNT-00581,2024-03-04,Emergencia,Malo,Regular,8805151
MNT-00582,2023-12-06,Preventivo,Regular,Bueno,33044
MNT-00583,2023-10-15,Emergencia,Bueno,Bueno,5228966
MNT-00584,2023-11-11,Preventivo,Regular,Regular,3558523
MNT-00585,2024-06-16,Preventivo,Bueno,Bueno,58965
MNT-00586,2024-01-13,Preventivo,Regular,Regular,35121
MNT-00587,2024-02-27,Preventivo,Regular,Bueno,5659277
MNT-00588,2024-02-05,Correctivo,Bueno,Malo,9276799
MNT-00589,2024-04-06,Preventivo,Regular,Regular,7612211
MNT-00590,2024-04-08,Emergencia,Regular,Malo,53199
MNT-00591,2024-04-08,Preventivo,Bueno,Regular,4731184
MNT-00592,2024-09-23,Emergencia,Regular,Regular,5209096
MNT-00593,2023-12-14,Emergencia,Regular,Regular,53198
MNT-00594,2024-06-27,Preventivo,Regular,Bueno,8804647
MNT-00595,2024-03-13,Emergencia,Bueno,Regular,21134
MNT-00596,2024-01-12,Preventivo,Regular,Regular,19160
MNT-00597,2024-02-19,Preventivo,Bueno,Bueno,4986148
MNT-00598,2024-07-07,Emergencia,Malo,Bueno,57967
MNT-00599,2024-02-19,Emergencia,Regular,Bueno,3580755
MNT-00600,2024-02-12,Emergencia,Bueno,Malo,5158976
MNT-00601,2024-10-04,Correctivo,Regular,Malo,9220247
MNT-00602,2024-04-26,Emergencia,Bueno,Regular,9181890
MNT-00603,2024-03-11,Preventivo,Bueno,Malo,59959
MNT-00604,2024-07-11,Preventivo,Regular,Malo,58701
MNT-00605,2024-01-20,Correctivo,Malo,Regular,19783
MNT-00606,2024-07-27,Preventivo,Malo,Regular,21442
MNT-00607,2024-03-25,Correctivo,Regular,Malo,6778137
MNT-00608,2024-08-03,Correctivo,Bueno,Bueno,60192
MNT-00609,2024-02-08,Preventivo,Regular,Malo,21333
MNT-00610,2024-04-11,Correctivo,Bueno,Regular,7895367
MNT-00611,2024-10-03,Emergencia,Malo,Malo,451588
MNT-00612,2023-10-18,Preventivo,Malo,Bueno,6909829
MNT-00613,2023-10-22,Correctivo,Regular,Malo,7248208
MNT-00614,2024-02-28,Emergencia,Regular,Regular,9237152
MNT-00615,2024-08-06,Preventivo,Regular,Malo,22407
MNT-00616,2024-06-13,Correctivo,Bueno,Regular,20557
MNT-00617,2023-11-09,Preventivo,Regular,Regular,9497683
MNT-00618,2024-01-15,Preventivo,Malo,Malo,53205
MNT-00619,2024-08-21,Preventivo,Malo,Malo,60074
MNT-00620,2024-07-08,Emergencia,Regular,Bueno,5659356
MNT-00621,2023-11-09,Emergencia,Malo,Bueno,7247864
MNT-00622,2023-10-18,Correctivo,Regular,Regular,6777915
MNT-00623,2024-04-13,Emergencia,Regular,Regular,21335
MNT-00624,2024-01-05,Preventivo,Bueno,Malo,21651
MNT-00625,2024-08-30,Correctivo,Bueno,Malo,5237094
MNT-00626,2024-07-13,Emergencia,Bueno,Malo,33461
MNT-00627,2024-06-13,Correctivo,Bueno,Malo,33326
MNT-00628,2024-01-13,Correctivo,Malo,Regular,33643
MNT-00629,2024-01-28,Emergencia,Regular,Regular,7126161
MNT-00630,2024-03-28,Correctivo,Bueno,Malo,5239289
MNT-00631,2024-02-06,Emergencia,Malo,Malo,7896568
MNT-00632,2023-11-20,Emergencia,Regular,Regular,19950
MNT-00633,2024-03-31,Emergencia,Regular,Regular,8803666
MNT-00634,2024-04-16,Preventivo,Regular,Malo,9157603
MNT-00635,2024-09-16,Emergencia,Regular,Malo,20016
MNT-00636,2024-03-19,Correctivo,Bueno,Regular,4784322
MNT-00637,2024-07-31,Emergencia,Malo,Malo,8888518
MNT-00638,2024-07-11,Preventivo,Bueno,Regular,18869
MNT-00639,2024-02-23,Correctivo,Regular,Bueno,21888
MNT-00640,2024-04-28,Preventivo,Malo,Bueno,9291552
MNT-00641,2024-01-18,Emergencia,Malo,Malo,24727
MNT-00642,2024-04-07,Emergencia,Bueno,Malo,24728
MNT-00643,2024-07-11,Emergencia,Malo,Bueno,33586
MNT-00644,2024-09-10,Preventivo,Regular,Malo,57891
MNT-00645,2024-07-20,Correctivo,Bueno,Malo,5249926
MNT-00646,2023-12-26,Emergencia,Bueno,Malo,22491
MNT-00647,2024-02-11,Preventivo,Regular,Malo,19359
MNT-00648,2024-04-07,Preventivo,Malo,Bueno,32896
MNT-00649,2024-09-21,Preventivo,Malo,Regular,4793075
MNT-00650,2024-07-13,Emergencia,Bueno,Bueno,3531331
MNT-00651,2024-04-25,Correctivo,Bueno,Regular,5658743
MNT-00652,2024-08-01,Correctivo,Bueno,Regular,4988410
MNT-00653,2024-02-11,Preventivo,Malo,Malo,9291592
MNT-00654,2024-04-01,Preventivo,Bueno,Malo,9294649
MNT-00655,2023-12-20,Emergencia,Bueno,Malo,21107
MNT-00656,2023-11-13,Preventivo,Malo,Malo,24988
MNT-00657,2024-09-26,Emergencia,Regular,Bueno,5659426
MNT-00658,2024-10-13,Emergencia,Malo,Regular,3961096
MNT-00659,2024-05-22,Correctivo,Bueno,Malo,8803670
MNT-00660,2024-03-29,Preventivo,Regular,Regular,8967517
MNT-00661,2024-03-31,Correctivo,Bueno,Malo,4730836
MNT-00662,2024-06-12,Emergencia,Regular,Regular,8819162
MNT-00663,2024-10-13,Emergencia,Malo,Regular,7144136
MNT-00664,2023-12-15,Preventivo,Regular,Bueno,7247728
MNT-00665,2023-12-29,Preventivo,Bueno,Regular,9389907
MNT-00666,2023-05-12,Correctivo,Bueno,Malo,19825
MNT-00667,2024-06-28,Preventivo,Bueno,Bueno,7805728
MNT-00668,2024-06-15,Correctivo,Regular,Malo,4940187
MNT-00669,2024-09-06,Correctivo,Malo,Bueno,59182
MNT-00670,2023-11-24,Emergencia,Malo,Malo,22422
MNT-00671,2024-07-03,Emergencia,Regular,Malo,19859
MNT-00672,2024-01-30,Preventivo,Regular,Malo,3566348
MNT-00673,2024-04-17,Preventivo,Malo,Malo,58343
MNT-00674,2024-05-21,Correctivo,Regular,Regular,5658834
MNT-00675,2024-02-16,Correctivo,Malo,Malo,8954907
MNT-00676,2024-05-12,Emergencia,Regular,Regular,32949
MNT-00677,2024-12-07,Preventivo,Bueno,Regular,33305
MNT-00678,2024-02-25,Preventivo,Regular,Regular,4987859
MNT-00679,2024-04-29,Emergencia,Regular,Bueno,7853109
MNT-00680,2024-06-27,Emergencia,Malo,Malo,6864932
MNT-00681,2024-07-28,Preventivo,Bueno,Regular,18855
MNT-00682,2023-12-06,Emergencia,Malo,Bueno,34074
MNT-00683,2024-04-25,Emergencia,Malo,Bueno,5201909
MNT-00684,2023-11-17,Preventivo,Regular,Regular,58486
MNT-00685,2023-12-13,Preventivo,Bueno,Regular,5492699
MNT-00686,2024-10-11,Preventivo,Regular,Malo,8803545
MNT-00687,2024-05-28,Correctivo,Malo,Regular,7924749
MNT-00688,2024-08-18,Correctivo,Regular,Regular,5182626
MNT-00689,2024-03-22,Emergencia,Regular,Bueno,34007
MNT-00690,2024-01-07,Preventivo,Regular,Regular,5601882
MNT-00691,2024-05-26,Emergencia,Regular,Regular,7902161
MNT-00692,2024-02-06,Correctivo,Malo,Regular,59859
MNT-00693,2024-02-23,Preventivo,Malo,Regular,21449
MNT-00694,2024-05-29,Emergencia,Regular,Malo,19800
MNT-00695,2023-10-12,Correctivo,Regular,Bueno,53224
MNT-00696,2024-03-05,Correctivo,Regular,Bueno,6781443
MNT-00697,2024-02-29,Emergencia,Malo,Regular,7924756
MNT-00698,2024-10-06,Preventivo,Regular,Regular,25052
MNT-00699,2023-11-12,Emergencia,Bueno,Bueno,58485
MNT-00700,2023-12-22,Preventivo,Bueno,Bueno,21473
MNT-00701,2023-11-12,Emergencia,Bueno,Malo,9291001
MNT-00702,2024-01-27,Correctivo,Malo,Malo,4737964
MNT-00703,2023-10-18,Emergencia,Malo,Bueno,21871
MNT-00704,2024-04-09,Emergencia,Malo,Regular,7794499
MNT-00705,2024-10-05,Correctivo,Bueno,Regular,5174670
MNT-00706,2023-12-16,Correctivo,Bueno,Bueno,9294505
MNT-00707,2023-12-26,Correctivo,Regular,Regular,5231456
MNT-00708,2024-05-10,Preventivo,Malo,Malo,5224234
MNT-00709,2024-09-23,Preventivo,Regular,Regular,3580738
MNT-00710,2023-11-05,Correctivo,Bueno,Regular,19478
MNT-00711,2023-10-29,Emergencia,Malo,Regular,59704
MNT-00712,2024-03-22,Preventivo,Malo,Regular,9182945
MNT-00713,2024-01-18,Correctivo,Regular,Malo,5174010
MNT-00714,2024-03-11,Correctivo,Malo,Regular,4731212
MNT-00715,2024-06-03,Preventivo,Bueno,Bueno,21238
MNT-00716,2024-12-07,Emergencia,Regular,Malo,19188
MNT-00717,2024-08-27,Preventivo,Bueno,Malo,451325
MNT-00718,2023-12-11,Correctivo,Malo,Malo,24820
MNT-00719,2024-07-16,Emergencia,Regular,Bueno,59940
MNT-00720,2023-12-18,Emergencia,Bueno,Regular,34095
MNT-00721,2024-07-08,Emergencia,Malo,Malo,58591
MNT-00722,2024-09-01,Emergencia,Regular,Bueno,35068
MNT-00723,2024-08-10,Correctivo,Bueno,Bueno,4738618
MNT-00724,2024-09-20,Preventivo,Regular,Malo,8987253
MNT-00725,2023-12-01,Emergencia,Malo,Malo,3580691
MNT-00726,2024-05-14,Correctivo,Regular,Bueno,8987311
MNT-00727,2024-08-20,Emergencia,Malo,Malo,3531402
MNT-00728,2024-03-20,Emergencia,Regular,Bueno,451360
MNT-00729,2023-12-20,Preventivo,Bueno,Malo,21547
MNT-00730,2023-12-12,Preventivo,Bueno,Bueno,3744279
MNT-00731,2024-09-23,Emergencia,Malo,Bueno,4989416
MNT-00732,2024-02-18,Preventivo,Malo,Bueno,32695
MNT-00733,2023-10-15,Emergencia,Malo,Bueno,32653
MNT-00734,2024-04-26,Correctivo,Regular,Malo,9294654
MNT-00735,2024-04-11,Correctivo,Malo,Malo,5214665
MNT-00736,2024-02-07,Emergencia,Malo,Malo,59560
MNT-00737,2024-01-21,Emergencia,Malo,Regular,3565863
MNT-00738,2024-08-22,Correctivo,Bueno,Malo,9177701
MNT-00739,2024-12-02,Correctivo,Bueno,Bueno,33263
MNT-00740,2024-07-06,Preventivo,Regular,Malo,7602195
MNT-00741,2024-03-09,Emergencia,Malo,Regular,7896552
MNT-00742,2024-05-18,Emergencia,Bueno,Bueno,9294023
MNT-00743,2024-01-29,Correctivo,Bueno,Malo,7872668
MNT-00744,2024-07-04,Correctivo,Regular,Malo,3567925
MNT-00745,2024-09-28,Emergencia,Bueno,Regular,5133192
MNT-00746,2024-01-19,Preventivo,Malo,Malo,33898
MNT-00747,2024-07-24,Preventivo,Regular,Malo,7862413
MNT-00748,2023-11-19,Correctivo,Malo,Bueno,9181921
MNT-00749,2024-01-09,Preventivo,Regular,Malo,35228
MNT-00750,2024-03-01,Preventivo,Regular,Regular,22058
MNT-00751,2024-01-11,Preventivo,Bueno,Malo,59904
MNT-00752,2024-05-17,Preventivo,Regular,Regular,21414
MNT-00753,2024-07-10,Correctivo,Bueno,Malo,4987786
MNT-00754,2024-03-18,Correctivo,Bueno,Bueno,5195680
MNT-00755,2024-03-17,Correctivo,Malo,Bueno,8944180
MNT-00756,2024-02-17,Correctivo,Bueno,Bueno,7902161
MNT-00757,2024-03-19,Correctivo,Regular,Regular,33731
MNT-00758,2024-06-13,Correctivo,Malo,Malo,9289326
MNT-00759,2024-08-31,Preventivo,Bueno,Malo,59565
MNT-00760,2024-09-04,Correctivo,Regular,Bueno,35124
MNT-00761,2024-08-26,Correctivo,Bueno,Bueno,4988403
MNT-00762,2024-07-10,Preventivo,Regular,Bueno,58175
MNT-00763,2024-05-09,Preventivo,Regular,Bueno,21787
MNT-00764,2024-01-28,Emergencia,Regular,Malo,5492708
MNT-00765,2024-04-11,Preventivo,Regular,Malo,4737891
MNT-00766,2024-05-31,Preventivo,Malo,Malo,19301
MNT-00767,2023-10-29,Preventivo,Bueno,Malo,33905
MNT-00768,2024-03-14,Preventivo,Regular,Bueno,4730915
MNT-00769,2023-10-19,Emergencia,Malo,Regular,5492427
MNT-00770,2024-07-08,Emergencia,Malo,Malo,19213
MNT-00771,2023-10-25,Preventivo,Malo,Malo,59182
MNT-00772,2024-06-19,Preventivo,Regular,Malo,33619
MNT-00773,2024-04-14,Emergencia,Regular,Regular,8803427
MNT-00774,2024-08-31,Preventivo,Bueno,Malo,6878766
MNT-00775,2024-05-15,Correctivo,Malo,Regular,7588206
MNT-00776,2024-09-07,Correctivo,Bueno,Regular,9435192
MNT-00777,2024-08-30,Emergencia,Regular,Regular,8905846
MNT-00778,2024-10-08,Emergencia,Malo,Bueno,21708
MNT-00779,2023-11-27,Emergencia,Regular,Regular,22355
MNT-00780,2024-09-03,Correctivo,Regular,Regular,9225691
MNT-00781,2024-06-04,Preventivo,Malo,Bueno,34194
MNT-00782,2024-08-05,Correctivo,Bueno,Regular,5201916
MNT-00783,2024-06-21,Emergencia,Malo,Bueno,5658657
MNT-00784,2024-05-23,Correctivo,Regular,Bueno,25555
MNT-00785,2023-12-26,Correctivo,Malo,Bueno,4987183
MNT-00786,2024-06-28,Emergencia,Bueno,Regular,3567982
MNT-00787,2024-09-21,Preventivo,Bueno,Malo,5226189
MNT-00788,2023-11-30,Emergencia,Regular,Bueno,22123
MNT-00789,2024-08-18,Emergencia,Bueno,Bueno,33962
MNT-00790,2024-09-19,Preventivo,Malo,Regular,6878798
MNT-00791,2024-09-25,Preventivo,Bueno,Bueno,7933625
MNT-00792,2023-12-22,Preventivo,Malo,Regular,8805703
MNT-00793,2024-02-23,Correctivo,Malo,Bueno,19897
MNT-00794,2024-03-10,Emergencia,Bueno,Bueno,35018
MNT-00795,2024-02-25,Correctivo,Regular,Bueno,58194
MNT-00796,2024-03-13,Emergencia,Malo,Regular,59026
MNT-00797,2024-02-28,Preventivo,Regular,Regular,5659610
MNT-00798,2024-09-30,Preventivo,Regular,Malo,8987280
MNT-00799,2024-02-09,Correctivo,Regular,Bueno,3576498
MNT-00800,2024-06-19,Correctivo,Bueno,Bueno,5133171
MNT-00801,2024-02-08,Preventivo,Malo,Bueno,9180717
MNT-00802,2024-01-05,Preventivo,Bueno,Malo,21139
MNT-00803,2024-09-06,Emergencia,Regular,Bueno,7135416
MNT-00804,2024-06-27,Correctivo,Regular,Malo,9389622
MNT-00805,2024-08-17,Preventivo,Malo,Malo,7890585
MNT-00806,2024-06-23,Emergencia,Bueno,Bueno,9050885
MNT-00807,2023-12-17,Emergencia,Bueno,Bueno,34790
MNT-00808,2024-09-16,Preventivo,Regular,Bueno,53177
MNT-00809,2024-03-01,Correctivo,Regular,Bueno,3573457
MNT-00810,2024-03-22,Preventivo,Malo,Regular,3851207
MNT-00811,2024-04-09,Emergencia,Bueno,Malo,7125633
MNT-00812,2024-07-13,Emergencia,Malo,Bueno,22162
MNT-00813,2024-09-23,Correctivo,Regular,Malo,21056
MNT-00814,2024-04-02,Preventivo,Malo,Regular,9391553
MNT-00815,2023-11-17,Emergencia,Malo,Regular,5211517
MNT-00816,2024-01-11,Correctivo,Regular,Regular,3568318
MNT-00817,2024-02-23,Preventivo,Malo,Bueno,18785
MNT-00818,2024-07-20,Emergencia,Bueno,Regular,5003242
MNT-00819,2024-08-19,Emergencia,Bueno,Malo,5066102
MNT-00820,2024-12-09,Preventivo,Malo,Bueno,9180977
MNT-00821,2023-12-01,Emergencia,Malo,Bueno,9179452
MNT-00822,2024-09-09,Correctivo,Bueno,Bueno,6878713
MNT-00823,2024-06-22,Preventivo,Regular,Regular,21113
MNT-00824,2024-05-10,Preventivo,Malo,Bueno,5241061
MNT-00825,2024-08-01,Correctivo,Malo,Bueno,7898768
MNT-00826,2023-12-11,Emergencia,Malo,Regular,21185
MNT-00827,2023-11-02,Preventivo,Regular,Bueno,9430060
MNT-00828,2023-11-21,Emergencia,Regular,Malo,22072
MNT-00829,2024-01-30,Emergencia,Regular,Bueno,4986986
MNT-00830,2023-11-11,Preventivo,Malo,Regular,4990337
MNT-00831,2024-04-29,Emergencia,Bueno,Malo,3581567
MNT-00832,2024-05-26,Correctivo,Malo,Malo,33617
MNT-00833,2024-10-11,Preventivo,Bueno,Regular,59628
MNT-00834,2024-01-18,Preventivo,Malo,Bueno,33427
MNT-00835,2024-02-19,Preventivo,Malo,Malo,7603260
MNT-00836,2024-06-21,Preventivo,Regular,Malo,3567951
MNT-00837,2023-11-16,Emergencia,Bueno,Regular,58524
MNT-00838,2023-10-24,Preventivo,Bueno,Bueno,9510570
MNT-00839,2024-09-08,Preventivo,Bueno,Malo,34840
MNT-00840,2024-01-26,Preventivo,Bueno,Bueno,7142114
MNT-00841,2023-10-20,Correctivo,Malo,Regular,8891626
MNT-00842,2024-08-31,Preventivo,Regular,Malo,9470463
MNT-00843,2024-07-14,Correctivo,Malo,Bueno,9510572
MNT-00844,2024-02-19,Correctivo,Regular,Malo,21442
MNT-00845,2024-08-09,Correctivo,Regular,Bueno,59951
MNT-00846,2024-02-18,Emergencia,Bueno,Malo,20310
MNT-00847,2024-07-12,Emergencia,Bueno,Regular,7896552
MNT-00848,2024-06-10,Correctivo,Bueno,Malo,58911
MNT-00849,2023-11-07,Emergencia,Regular,Bueno,9158779
